customer_id,city,state_province,country,region
30655,Newark,Ohio,United States,Atlantic
45928,Baltimore,Maryland,United States,Atlantic
13997,Louisville,Kentucky,United States,Gulf
46434,Jackson,Mississippi,United States,Gulf
15045,Lakeland,Florida,United States,Gulf
20701,Appleton,Wisconsin,United States,Interior
26182,Yonkers,New York,United States,Atlantic
38851,Houston,Texas,United States,Interior
44661,Jackson,Michigan,United States,Interior
45699,Middletown,Connecticut,United States,Atlantic
37171,San Antonio,Texas,United States,Interior
12091,Los Angeles,California,United States,Pacific
45307,Los Angeles,California,United States,Pacific
19989,Lawrence,Massachusetts,United States,Atlantic
43618,Philadelphia,Pennsylvania,United States,Atlantic
12674,Henderson,Kentucky,United States,Gulf
29022,San Francisco,California,United States,Pacific
41133,Philadelphia,Pennsylvania,United States,Atlantic
17950,Watertown,New York,United States,Atlantic
29444,Houston,Texas,United States,Interior
30800,Fort Worth,Texas,United States,Interior
46124,Chicago,Illinois,United States,Interior
17586,Milwaukee,Wisconsin,United States,Interior
46315,Franklin,Massachusetts,United States,Atlantic
21067,West Jordan,Utah,United States,Pacific
30592,Hialeah,Florida,United States,Gulf
40720,Los Angeles,California,United States,Pacific
41385,Oakland,California,United States,Pacific
33761,Saint Petersburg,Florida,United States,Gulf
15577,Los Angeles,California,United States,Pacific
17049,San Francisco,California,United States,Pacific
39189,Eau Claire,Wisconsin,United States,Interior
18127,Akron,Ohio,United States,Atlantic
24390,Dallas,Texas,United States,Interior
34650,Midland,Michigan,United States,Interior
41140,Dover,New Hampshire,United States,Atlantic
31731,San Diego,California,United States,Pacific
42871,Lawrence,Massachusetts,United States,Atlantic
44591,Virginia Beach,Virginia,United States,Gulf
34267,Decatur,Alabama,United States,Gulf
28940,Bellevue,Washington,United States,Pacific
32718,Philadelphia,Pennsylvania,United States,Atlantic
33840,Baltimore,Maryland,United States,Atlantic
20806,Chicago,Illinois,United States,Interior
27342,New York City,New York,United States,Atlantic
20001,Murray,Utah,United States,Pacific
34456,Chicago,Illinois,United States,Interior
14856,San Diego,California,United States,Pacific
29619,San Francisco,California,United States,Pacific
44010,Chicago,Illinois,United States,Interior
26420,Seattle,Washington,United States,Pacific
35812,Seattle,Washington,United States,Pacific
30380,New York City,New York,United States,Atlantic
30900,Chicago,Illinois,United States,Interior
36227,Buffalo Grove,Illinois,United States,Interior
19954,Jackson,Mississippi,United States,Gulf
10973,Detroit,Michigan,United States,Interior
22353,Lakeville,Minnesota,United States,Interior
26084,Seattle,Washington,United States,Pacific
31726,Midland,Michigan,United States,Interior
42374,New York City,New York,United States,Atlantic
15208,Chicago,Illinois,United States,Interior
23697,Rochester,New York,United States,Atlantic
33180,Aurora,Illinois,United States,Interior
36113,Bristol,Tennessee,United States,Gulf
14165,North Las Vegas,Nevada,United States,Pacific
24278,San Francisco,California,United States,Pacific
42764,Los Angeles,California,United States,Pacific
34708,Detroit,Michigan,United States,Interior
41595,Los Angeles,California,United States,Pacific
30914,Detroit,Michigan,United States,Interior
17390,El Paso,Texas,United States,Interior
31642,San Antonio,Texas,United States,Interior
40881,Hempstead,New York,United States,Atlantic
31353,Newark,Delaware,United States,Atlantic
46770,Chicago,Illinois,United States,Interior
14282,Los Angeles,California,United States,Pacific
38615,Halifax,Nova Scotia,Canada,Atlantic
39901,Lawton,Oklahoma,United States,Interior
14683,Pueblo,Colorado,United States,Pacific
18573,Lakewood,New Jersey,United States,Atlantic
21051,New York City,New York,United States,Atlantic
28744,Philadelphia,Pennsylvania,United States,Atlantic
31705,Meriden,Connecticut,United States,Atlantic
44087,Waynesboro,Virginia,United States,Gulf
23816,Phoenix,Arizona,United States,Pacific
32475,Louisville,Colorado,United States,Pacific
13717,Tucson,Arizona,United States,Pacific
31234,Southaven,Mississippi,United States,Gulf
31285,Philadelphia,Pennsylvania,United States,Atlantic
19877,Cincinnati,Ohio,United States,Atlantic
38725,New York City,New York,United States,Atlantic
11993,New York City,New York,United States,Atlantic
13491,Chicago,Illinois,United States,Interior
37068,New York City,New York,United States,Atlantic
42682,Wilmington,North Carolina,United States,Gulf
14676,Deltona,Florida,United States,Gulf
43578,Seattle,Washington,United States,Pacific
34545,Plainfield,New Jersey,United States,Atlantic
47048,Aurora,Colorado,United States,Pacific
11687,Jackson,Mississippi,United States,Gulf
30268,Palm Coast,Florida,United States,Gulf
34090,Los Angeles,California,United States,Pacific
24705,New York City,New York,United States,Atlantic
29185,Philadelphia,Pennsylvania,United States,Atlantic
27041,San Francisco,California,United States,Pacific
40729,Buffalo,New York,United States,Atlantic
19282,Dallas,Texas,United States,Interior
40223,San Francisco,California,United States,Pacific
41077,Los Angeles,California,United States,Pacific
17455,Hackensack,New Jersey,United States,Atlantic
23732,New York City,New York,United States,Atlantic
15411,League City,Texas,United States,Interior
37136,Los Angeles,California,United States,Pacific
19765,Los Angeles,California,United States,Pacific
14891,Newark,Delaware,United States,Atlantic
36856,New York City,New York,United States,Atlantic
40960,Phoenix,Arizona,United States,Pacific
28625,New Rochelle,New York,United States,Atlantic
22061,Great Falls,Montana,United States,Pacific
40862,Bristol,Connecticut,United States,Atlantic
11449,San Francisco,California,United States,Pacific
18293,Riverside,California,United States,Pacific
33392,Springfield,Ohio,United States,Atlantic
34330,Dallas,Texas,United States,Interior
19616,Dallas,Texas,United States,Interior
36842,Omaha,Nebraska,United States,Interior
13106,Los Angeles,California,United States,Pacific
18118,New York City,New York,United States,Atlantic
44416,San Francisco,California,United States,Pacific
46089,Tucson,Arizona,United States,Pacific
34344,San Francisco,California,United States,Pacific
36956,Los Angeles,California,United States,Pacific
13024,Draper,Utah,United States,Pacific
17187,North Las Vegas,Nevada,United States,Pacific
22922,San Antonio,Texas,United States,Interior
43142,Atlanta,Georgia,United States,Gulf
46322,Chicago,Illinois,United States,Interior
15136,San Francisco,California,United States,Pacific
40554,New York City,New York,United States,Atlantic
21968,Apopka,Florida,United States,Gulf
38144,Seattle,Washington,United States,Pacific
16587,Philadelphia,Pennsylvania,United States,Atlantic
42724,San Francisco,California,United States,Pacific
44297,Charlotte,North Carolina,United States,Gulf
19413,Glendale,Arizona,United States,Pacific
24117,Denver,Colorado,United States,Pacific
37017,New York City,New York,United States,Atlantic
44920,Meriden,Connecticut,United States,Atlantic
42309,Columbia,South Carolina,United States,Gulf
42136,Glendale,Arizona,United States,Pacific
45097,Vacaville,California,United States,Pacific
47218,Jacksonville,Florida,United States,Gulf
20374,Seattle,Washington,United States,Pacific
21753,Saint Petersburg,Florida,United States,Gulf
32328,Fresno,California,United States,Pacific
37479,San Diego,California,United States,Pacific
36253,Lakewood,New Jersey,United States,Atlantic
36849,San Francisco,California,United States,Pacific
44355,Woodstock,Georgia,United States,Gulf
46672,Miami,Florida,United States,Gulf
28450,Dallas,Texas,United States,Interior
35994,Hollywood,Florida,United States,Gulf
33266,Philadelphia,Pennsylvania,United States,Atlantic
19595,Houston,Texas,United States,Interior
38452,Little Rock,Arkansas,United States,Gulf
18519,Columbus,Ohio,United States,Atlantic
23585,Los Angeles,California,United States,Pacific
46987,Jonesboro,Arkansas,United States,Gulf
20619,Chicago,Illinois,United States,Interior
41273,Hampton,Virginia,United States,Gulf
13680,Lakewood,Ohio,United States,Atlantic
21345,North Miami,Florida,United States,Gulf
15164,Denver,Colorado,United States,Pacific
37591,New York City,New York,United States,Atlantic
34867,Oceanside,New York,United States,Atlantic
47384,Owensboro,Kentucky,United States,Gulf
16627,Houston,Texas,United States,Interior
30611,Seattle,Washington,United States,Pacific
31129,Los Angeles,California,United States,Pacific
13687,Los Angeles,California,United States,Pacific
30282,Newark,Delaware,United States,Atlantic
42365,Newark,Delaware,United States,Atlantic
15115,Springfield,Virginia,United States,Gulf
33763,San Francisco,California,United States,Pacific
23678,Miami,Florida,United States,Gulf
26126,San Francisco,California,United States,Pacific
36928,Bristol,Connecticut,United States,Atlantic
19331,Houston,Texas,United States,Interior
36807,New York City,New York,United States,Atlantic
11624,Watertown,New York,United States,Atlantic
12184,Houston,Texas,United States,Interior
18363,New York City,New York,United States,Atlantic
29255,New York City,New York,United States,Atlantic
42220,Chicago,Illinois,United States,Interior
27288,Saint Petersburg,Florida,United States,Gulf
33523,Bowling Green,Ohio,United States,Atlantic
13309,Philadelphia,Pennsylvania,United States,Atlantic
32116,Houston,Texas,United States,Interior
36870,Santa Clara,California,United States,Pacific
44717,Tulsa,Oklahoma,United States,Interior
17196,Macon,Georgia,United States,Gulf
22495,San Francisco,California,United States,Pacific
22927,San Francisco,California,United States,Pacific
30319,San Antonio,Texas,United States,Interior
34769,Pasco,Washington,United States,Pacific
36711,Houston,Texas,United States,Interior
37243,New York City,New York,United States,Atlantic
16830,Lowell,Massachusetts,United States,Atlantic
30478,Chicago,Illinois,United States,Interior
34834,Detroit,Michigan,United States,Interior
42148,Greenville,North Carolina,United States,Gulf
16158,Gresham,Oregon,United States,Pacific
39789,Oxnard,California,United States,Pacific
28427,New Rochelle,New York,United States,Atlantic
28954,Cary,North Carolina,United States,Gulf
41352,Houston,Texas,United States,Interior
43198,New York City,New York,United States,Atlantic
23389,Philadelphia,Pennsylvania,United States,Atlantic
30466,Tempe,Arizona,United States,Pacific
40811,Odessa,Texas,United States,Interior
13087,Macon,Georgia,United States,Gulf
18062,Corpus Christi,Texas,United States,Interior
27804,Chicago,Illinois,United States,Interior
28527,New York City,New York,United States,Atlantic
40022,Philadelphia,Pennsylvania,United States,Atlantic
31579,New York City,New York,United States,Atlantic
12541,Philadelphia,Pennsylvania,United States,Atlantic
22374,Springfield,Oregon,United States,Pacific
30891,Seattle,Washington,United States,Pacific
39803,Chula Vista,California,United States,Pacific
44122,Raleigh,North Carolina,United States,Gulf
13752,San Francisco,California,United States,Pacific
17726,Charlotte,North Carolina,United States,Gulf
23214,Seattle,Washington,United States,Pacific
28604,Chandler,Arizona,United States,Pacific
33943,Houston,Texas,United States,Interior
47029,Long Beach,California,United States,Pacific
16424,New York City,New York,United States,Atlantic
16907,San Diego,California,United States,Pacific
24131,Los Angeles,California,United States,Pacific
25041,Bloomington,Illinois,United States,Interior
47363,Chicago,Illinois,United States,Interior
14940,New York City,New York,United States,Atlantic
20213,Garland,Texas,United States,Interior
22726,Philadelphia,Pennsylvania,United States,Atlantic
26399,Des Moines,Washington,United States,Pacific
44397,San Francisco,California,United States,Pacific
44430,Philadelphia,Pennsylvania,United States,Atlantic
46588,New York City,New York,United States,Atlantic
17553,Dover,Delaware,United States,Atlantic
25160,San Diego,California,United States,Pacific
43856,Minneapolis,Minnesota,United States,Interior
31782,Aurora,Colorado,United States,Pacific
39866,Houston,Texas,United States,Interior
18013,Seattle,Washington,United States,Pacific
22878,San Diego,California,United States,Pacific
35401,Philadelphia,Pennsylvania,United States,Atlantic
43151,Mesquite,Texas,United States,Interior
11314,Hackensack,New Jersey,United States,Atlantic
23557,San Diego,California,United States,Pacific
15563,Fayetteville,North Carolina,United States,Gulf
34104,Lawrence,Massachusetts,United States,Atlantic
41287,Hollywood,Florida,United States,Gulf
13358,Philadelphia,Pennsylvania,United States,Atlantic
15283,New York City,New York,United States,Atlantic
37397,Los Angeles,California,United States,Pacific
13381,New York City,New York,United States,Atlantic
27778,Seattle,Washington,United States,Pacific
28959,New York City,New York,United States,Atlantic
32076,Fairfield,Ohio,United States,Atlantic
23172,Reno,Nevada,United States,Pacific
35140,Tempe,Arizona,United States,Pacific
11785,Los Angeles,California,United States,Pacific
44404,Evanston,Illinois,United States,Interior
46245,Durham,North Carolina,United States,Gulf
20794,New York City,New York,United States,Atlantic
29036,Seattle,Washington,United States,Pacific
43907,Vallejo,California,United States,Pacific
42661,Pomona,California,United States,Pacific
42850,Columbus,Ohio,United States,Atlantic
25104,San Diego,California,United States,Pacific
36632,Indianapolis,Indiana,United States,Interior
44381,Philadelphia,Pennsylvania,United States,Atlantic
33378,Charlotte,North Carolina,United States,Gulf
46929,New York City,New York,United States,Atlantic
28338,Jacksonville,North Carolina,United States,Gulf
28667,San Francisco,California,United States,Pacific
24481,Albuquerque,New Mexico,United States,Pacific
30443,Huntsville,Texas,United States,Interior
32088,Columbus,Ohio,United States,Atlantic
40757,Phoenix,Arizona,United States,Pacific
11827,Pasadena,California,United States,Pacific
16998,Philadelphia,Pennsylvania,United States,Atlantic
18965,Redondo Beach,California,United States,Pacific
41266,Fayetteville,Arkansas,United States,Gulf
29878,San Francisco,California,United States,Pacific
45083,Chicago,Illinois,United States,Interior
13743,Mount Vernon,New York,United States,Atlantic
18645,Lakewood,New Jersey,United States,Atlantic
22437,Richmond,Virginia,United States,Gulf
41443,Chicago,Illinois,United States,Interior
41758,Everett,Massachusetts,United States,Atlantic
33609,Hialeah,Florida,United States,Gulf
36407,San Francisco,California,United States,Pacific
30037,Houston,Texas,United States,Interior
28877,Philadelphia,Pennsylvania,United States,Atlantic
42036,Texarkana,Arkansas,United States,Gulf
27818,Lakewood,California,United States,Pacific
44269,Los Angeles,California,United States,Pacific
45692,San Francisco,California,United States,Pacific
23587,Knoxville,Tennessee,United States,Gulf
27519,Chicago,Illinois,United States,Interior
27867,Newport News,Virginia,United States,Gulf
33014,Fairfield,Ohio,United States,Atlantic
37024,Newark,Ohio,United States,Atlantic
21156,Rancho Cucamonga,California,United States,Pacific
35658,Fort Lauderdale,Florida,United States,Gulf
39999,Rock Hill,South Carolina,United States,Gulf
29969,Philadelphia,Pennsylvania,United States,Atlantic
38713,Fayetteville,North Carolina,United States,Gulf
34720,Garden City,Kansas,United States,Interior
20493,Columbus,Indiana,United States,Interior
45055,Chicago,Illinois,United States,Interior
21165,Avondale,Arizona,United States,Pacific
33390,Los Angeles,California,United States,Pacific
35560,Lorain,Ohio,United States,Atlantic
39343,Portland,Oregon,United States,Pacific
42990,Richmond,Kentucky,United States,Gulf
11097,Fort Lauderdale,Florida,United States,Gulf
19574,Medina,Ohio,United States,Atlantic
12000,New York City,New York,United States,Atlantic
15052,Omaha,Nebraska,United States,Interior
19667,Jacksonville,North Carolina,United States,Gulf
28016,Lancaster,Pennsylvania,United States,Atlantic
37159,Nashville,Tennessee,United States,Gulf
46021,Fairfield,Connecticut,United States,Atlantic
46481,Orange,New Jersey,United States,Atlantic
11713,Cary,North Carolina,United States,Gulf
16256,Los Angeles,California,United States,Pacific
18876,New York City,New York,United States,Atlantic
22654,New York City,New York,United States,Atlantic
39672,San Diego,California,United States,Pacific
36085,Los Angeles,California,United States,Pacific
41203,Philadelphia,Pennsylvania,United States,Atlantic
41329,Hampton,Virginia,United States,Gulf
11377,Columbus,Georgia,United States,Gulf
13750,San Francisco,California,United States,Pacific
13925,Houston,Texas,United States,Interior
47230,Wausau,Wisconsin,United States,Interior
11433,Midland,Michigan,United States,Interior
12275,San Diego,California,United States,Pacific
17322,Louisville,Colorado,United States,Pacific
18951,Seattle,Washington,United States,Pacific
19212,Houston,Texas,United States,Interior
31341,Chicago,Illinois,United States,Interior
32221,Los Angeles,California,United States,Pacific
33714,New Rochelle,New York,United States,Atlantic
46224,Reading,Pennsylvania,United States,Atlantic
13036,Carrollton,Texas,United States,Interior
13521,Houston,Texas,United States,Interior
18813,Asheville,North Carolina,United States,Gulf
41506,San Antonio,Texas,United States,Interior
15537,Chesapeake,Virginia,United States,Gulf
15983,Fairfield,Connecticut,United States,Atlantic
16265,Midland,Michigan,United States,Interior
20892,New York City,New York,United States,Atlantic
41982,Pasadena,Texas,United States,Interior
19315,Houston,Texas,United States,Interior
13969,Huntington Beach,California,United States,Pacific
38132,Bloomington,Indiana,United States,Interior
40071,Manhattan,Kansas,United States,Interior
13738,Philadelphia,Pennsylvania,United States,Atlantic
28784,New York City,New York,United States,Atlantic
36353,Moorhead,Minnesota,United States,Interior
46327,Newark,Delaware,United States,Atlantic
13829,Philadelphia,Pennsylvania,United States,Atlantic
15129,Seattle,Washington,United States,Pacific
18113,Louisville,Colorado,United States,Pacific
31600,Minneapolis,Minnesota,United States,Interior
31780,Provo,Utah,United States,Pacific
12177,Monroe,Louisiana,United States,Gulf
35051,Jamestown,New York,United States,Atlantic
39462,Philadelphia,Pennsylvania,United States,Atlantic
40946,Coon Rapids,Minnesota,United States,Interior
22404,Dallas,Texas,United States,Interior
29225,Richmond,Kentucky,United States,Gulf
30352,San Francisco,California,United States,Pacific
45209,San Francisco,California,United States,Pacific
16109,Atlanta,Georgia,United States,Gulf
19518,Columbus,Georgia,United States,Gulf
25517,Los Angeles,California,United States,Pacific
32291,Pasadena,Texas,United States,Interior
39152,Bolingbrook,Illinois,United States,Interior
10971,Mesquite,Texas,United States,Interior
13528,Scottsdale,Arizona,United States,Pacific
29710,Detroit,Michigan,United States,Interior
37304,Houston,Texas,United States,Interior
39483,Philadelphia,Pennsylvania,United States,Atlantic
16937,Chicago,Illinois,United States,Interior
21263,Saint Louis,Missouri,United States,Interior
29246,Sacramento,California,United States,Pacific
32935,Columbus,Ohio,United States,Atlantic
42925,Cincinnati,Ohio,United States,Atlantic
44051,St. John's,Newfoundland and Labrador,Canada,Atlantic
44278,Toledo,Ohio,United States,Atlantic
13015,Woonsocket,Rhode Island,United States,Atlantic
17873,Arlington,Texas,United States,Interior
34944,Springfield,Oregon,United States,Pacific
22887,Tigard,Oregon,United States,Pacific
38076,San Francisco,California,United States,Pacific
21389,Buffalo,New York,United States,Atlantic
13703,San Francisco,California,United States,Pacific
47127,Richmond,Indiana,United States,Interior
25139,Skokie,Illinois,United States,Interior
38305,New York City,New York,United States,Atlantic
37271,Avondale,Arizona,United States,Pacific
38853,Orlando,Florida,United States,Gulf
15516,Houston,Texas,United States,Interior
21478,San Francisco,California,United States,Pacific
21954,Jacksonville,North Carolina,United States,Gulf
33637,Lowell,Massachusetts,United States,Atlantic
41226,Columbus,Ohio,United States,Atlantic
47426,Madison,Wisconsin,United States,Interior
28098,Chicago,Illinois,United States,Interior
44696,Corpus Christi,Texas,United States,Interior
44916,Moncton,New Brunswick,Canada,Atlantic
13176,Oklahoma City,Oklahoma,United States,Interior
17614,New York City,New York,United States,Atlantic
24257,Los Angeles,California,United States,Pacific
41590,Columbus,Ohio,United States,Atlantic
30879,Chicago,Illinois,United States,Interior
36982,Houston,Texas,United States,Interior
39824,Springfield,Oregon,United States,Pacific
45818,Memphis,Tennessee,United States,Gulf
13584,Virginia Beach,Virginia,United States,Gulf
28343,Seattle,Washington,United States,Pacific
26035,Olympia,Washington,United States,Pacific
23552,Chicago,Illinois,United States,Interior
28126,Mesa,Arizona,United States,Pacific
28555,Philadelphia,Pennsylvania,United States,Atlantic
31927,San Francisco,California,United States,Pacific
36884,Brownsville,Texas,United States,Interior
38916,New York City,New York,United States,Atlantic
13386,San Antonio,Texas,United States,Interior
22397,Fresno,California,United States,Pacific
32034,Concord,California,United States,Pacific
34524,Miami,Florida,United States,Gulf
14506,Phoenix,Arizona,United States,Pacific
40531,Los Angeles,California,United States,Pacific
13946,Marion,Ohio,United States,Atlantic
35968,New York City,New York,United States,Atlantic
39378,Chicago,Illinois,United States,Interior
43520,Deltona,Florida,United States,Gulf
27657,Springfield,Virginia,United States,Gulf
40209,Beaumont,Texas,United States,Interior
41807,Detroit,Michigan,United States,Interior
44341,Hialeah,Florida,United States,Gulf
14352,Columbus,Georgia,United States,Gulf
11195,Florence,Alabama,United States,Gulf
16895,Los Angeles,California,United States,Pacific
23349,Chicago,Illinois,United States,Interior
11279,Grand Prairie,Texas,United States,Interior
14060,Hamilton,Ohio,United States,Atlantic
17315,New York City,New York,United States,Atlantic
24978,Columbia,Tennessee,United States,Gulf
30051,Indianapolis,Indiana,United States,Interior
31243,Thornton,Colorado,United States,Pacific
47022,Los Angeles,California,United States,Pacific
45321,San Diego,California,United States,Pacific
23970,San Jose,California,United States,Pacific
28315,New York City,New York,United States,Atlantic
32937,Chicago,Illinois,United States,Interior
37292,New York City,New York,United States,Atlantic
16760,Port Arthur,Texas,United States,Interior
32741,Richmond,Indiana,United States,Interior
44586,Tampa,Florida,United States,Gulf
28674,Los Angeles,California,United States,Pacific
40118,Miami,Florida,United States,Gulf
46742,Cleveland,Ohio,United States,Atlantic
22376,New York City,New York,United States,Atlantic
28378,Philadelphia,Pennsylvania,United States,Atlantic
38123,Chicago,Illinois,United States,Interior
16769,Skokie,Illinois,United States,Interior
19296,Fort Worth,Texas,United States,Interior
33285,San Francisco,California,United States,Pacific
38811,Phoenix,Arizona,United States,Pacific
47195,Los Angeles,California,United States,Pacific
18162,Philadelphia,Pennsylvania,United States,Atlantic
31740,Beverly,Massachusetts,United States,Atlantic
19380,Kent,Ohio,United States,Atlantic
29281,Brentwood,California,United States,Pacific
31958,Quebec City,Quebec,Canada,Atlantic
33754,Cottage Grove,Minnesota,United States,Interior
37738,San Francisco,California,United States,Pacific
20633,Memphis,Tennessee,United States,Gulf
21387,Taylor,Michigan,United States,Interior
22227,New York City,New York,United States,Atlantic
23692,Phoenix,Arizona,United States,Pacific
28499,Philadelphia,Pennsylvania,United States,Atlantic
11547,New York City,New York,United States,Atlantic
24376,Reno,Nevada,United States,Pacific
38102,Columbia,Missouri,United States,Interior
40673,Watertown,New York,United States,Atlantic
36690,Medina,Ohio,United States,Atlantic
31670,Dallas,Texas,United States,Interior
40239,Woodbury,Minnesota,United States,Interior
12604,San Francisco,California,United States,Pacific
40064,Colorado Springs,Colorado,United States,Pacific
46432,Henderson,Kentucky,United States,Gulf
19035,Toledo,Ohio,United States,Atlantic
47183,Newark,Delaware,United States,Atlantic
23580,Columbus,Georgia,United States,Gulf
28350,Park Ridge,Illinois,United States,Interior
41975,Bartlett,Tennessee,United States,Gulf
31677,Texas City,Texas,United States,Interior
46166,Bozeman,Montana,United States,Pacific
19385,West Palm Beach,Florida,United States,Gulf
22649,Cleveland,Ohio,United States,Atlantic
43590,Concord,North Carolina,United States,Gulf
12224,Los Angeles,California,United States,Pacific
35828,Houston,Texas,United States,Interior
40015,Minneapolis,Minnesota,United States,Interior
17754,Rome,New York,United States,Atlantic
23060,Pleasant Grove,Utah,United States,Pacific
30044,Columbus,Georgia,United States,Gulf
31348,Omaha,Nebraska,United States,Interior
20918,Garden City,Kansas,United States,Interior
41875,Columbus,Ohio,United States,Atlantic
27958,Dallas,Texas,United States,Interior
36465,Los Angeles,California,United States,Pacific
43828,Rochester,New York,United States,Atlantic
47351,Dover,New Hampshire,United States,Atlantic
38186,Los Angeles,California,United States,Pacific
43039,Perth Amboy,New Jersey,United States,Atlantic
16685,Columbia,Maryland,United States,Atlantic
20197,Las Cruces,New Mexico,United States,Pacific
28912,Seattle,Washington,United States,Pacific
31080,Providence,Rhode Island,United States,Atlantic
38277,Altoona,Pennsylvania,United States,Atlantic
35863,Columbia,Tennessee,United States,Gulf
23921,Philadelphia,Pennsylvania,United States,Atlantic
24012,Houston,Texas,United States,Interior
31003,Coppell,Texas,United States,Interior
32921,Richmond,Indiana,United States,Interior
36463,New York City,New York,United States,Atlantic
